ticker,date,action,return_pct,is_correct,label,confidence,final_score,grade,total_score
8600.T,2023-04-19,buy,2.1798404701992515,True,correct,0.5232481710470354,0.3662737197329247,A,71.25202591581733
8600.T,2023-07-03,buy,6.486488739627137,True,correct,0.5650821995373455,0.3955575396761418,A,71.25202591581733
8600.T,2023-08-30,buy,12.085764528923171,True,correct,0.5071846032318627,0.3550292222623038,B,65.92160439549139
8600.T,2024-03-21,buy,-5.282183042983327,False,incorrect,0.5249292572776741,0.36745048009437187,B,65.92160439549139
8600.T,2024-07-09,buy,-10.268948753066109,False,incorrect,0.5577299746887899,0.39041098228215293,A,73.2249675430055
8600.T,2024-10-07,buy,7.070715020401256,True,correct,0.5183362011123486,0.362835340778644,A,73.2249675430055
8600.T,2024-11-13,buy,6.004613642330227,True,correct,0.5818957768210098,0.40732704377470685,A,73.2249675430055
8600.T,2024-12-04,buy,-0.44642597803736517,False,neutral,0.6385968785212408,0.44701781496486853,A,73.2249675430055
8600.T,2025-01-29,buy,14.414409524915667,True,correct,0.5782047224649062,0.4047433057254343,A,73.2249675430055
8600.T,2025-03-24,buy,0.39899030541722685,False,neutral,0.6255032395018907,0.43785226765132346,A,73.2249675430055
8600.T,2025-04-28,buy,1.5094364813383898,False,neutral,0.5644058835556026,0.39508411848892183,A,73.2249675430055
8600.T,2025-05-15,buy,-1.2939023003096837,False,neutral,0.5293179019595065,0.3705225313716545,A,73.2249675430055
8601.T,2025-04-07,sell,15.726605667394377,False,incorrect,0.5566109792415506,-0.3896276854690854,D,35.103686635944705
8604.T,2022-06-06,buy,-0.11914752074489605,False,neutral,0.5070659913260958,0.35494619392826704,A,70.37037037037037
8604.T,2024-08-07,sell,6.991344895228633,False,incorrect,0.5074338457068942,-0.35520369199482593,D,30.072440999860355
8604.T,2024-09-12,sell,5.965070720817582,False,incorrect,0.5128482879131482,-0.35899380153920374,D,30.072440999860355
8604.T,2025-04-07,sell,16.780043363875762,False,incorrect,0.6450888728556935,-0.4515622109989854,D,30.072440999860355
8604.T,2025-04-21,sell,10.810118792396702,False,incorrect,0.5671883342507783,-0.39703183397554476,D,30.072440999860355
8613.T,2021-10-28,buy,-16.971702845636948,False,incorrect,0.5531563481851515,0.387209443729606,A,74.70729592468722
8613.T,2022-01-05,buy,0.5639014113863419,False,neutral,0.5249743176838866,0.3674820223787206,A,74.70729592468722
8613.T,2022-02-10,buy,-4.166668720278805,False,incorrect,0.5084094707670174,0.35588662953691214,A,74.70729592468722
8613.T,2022-05-30,buy,-0.4048735492294331,False,neutral,0.500399695689467,0.35027978698262685,A,74.70729592468722
8613.T,2025-07-17,buy,7.086614462990388,True,correct,0.5072099365366903,0.3550469555756832,B,68.34263392857143
8613.T,2025-08-08,buy,2.7571565715732094,True,correct,0.514665188627439,0.3602656320392073,B,68.34263392857143
8613.T,2025-10-23,buy,1.812367377980995,False,neutral,0.5152037805816531,0.3606426464071571,B,68.34263392857143
8613.T,2025-11-14,buy,2.736838346224335,True,correct,0.5233591005691535,0.36635137039840737,B,68.34263392857143
8613.T,2025-12-08,buy,7.1574679977807145,True,correct,0.5172619322221612,0.3620833525555128,B,68.34263392857143
8613.T,2025-12-29,buy,2.7424070406691534,True,correct,0.5316191856584059,0.37213342996088417,B,68.34263392857143
8613.T,2026-01-30,buy,-3.6896828330011573,False,incorrect,0.5474875527872773,0.3832412869510941,B,68.34263392857143
8613.T,2026-04-08,buy,-2.0313942751615883,False,incorrect,0.5294668293183937,0.3706267805228756,B,68.34263392857143
8613.T,2026-05-19,buy,1.6361886429258903,False,neutral,0.5462327333667596,0.38236291335673167,B,68.34263392857143
8613.T,2026-06-09,buy,5.423406279733587,True,correct,0.5317332218926742,0.37221325532487193,B,68.34263392857143
8617.T,2021-10-28,buy,-7.918963734218851,False,incorrect,0.5800731899985266,0.4060512329989686,A,77.77777777777779
8617.T,2021-12-27,buy,-0.8315878673614789,False,neutral,0.5126098590591552,0.35882690134140866,A,77.77777777777779
8617.T,2022-02-10,buy,-2.5157250464065184,False,incorrect,0.513425533071122,0.35939787314978544,A,77.77777777777779
8617.T,2022-03-22,buy,-1.1014833005406792,False,neutral,0.5767802496612209,0.4037461747628546,A,77.77777777777779
8617.T,2022-05-30,buy,0.21930132675555353,False,neutral,0.5345138721771466,0.37415971052400265,A,77.77777777777779
8622.T,2021-10-28,buy,-8.813545076606188,False,incorrect,0.6913847434193107,0.4839693203935174,A,81.48148148148148
8622.T,2021-12-27,buy,4.562735766599103,True,correct,0.5637917430801191,0.39465422015608337,A,81.48148148148148
8622.T,2022-02-10,buy,1.408452585294608,False,neutral,0.6358847394884317,0.44511931764190216,A,81.48148148148148
8622.T,2022-03-22,buy,-4.262370239018548,False,incorrect,0.6834597748542789,0.4784218423979952,A,81.48148148148148
8622.T,2022-05-30,buy,-3.7313387110562717,False,incorrect,0.630955904478868,0.44166913313520756,A,81.48148148148148
8628.T,2021-10-28,sell,-3.8177263883071744,True,correct,0.7114509866875971,-0.49801569068131796,E,7.4074074074074066
8630.T,2022-06-06,buy,1.7272875487303436,False,neutral,0.5066458034244629,0.354652062397124,B,65.87301587301587
8697.T,2025-04-07,sell,20.16505867432647,False,incorrect,0.5490469345188209,-0.3843328541631746,D,34.642537122375835
